"PVWatts Hourly PV Performance Data"
"Requested Location","47.14817909516576, -71.26903775539678"
"Location","Lat, Lng: 47.13, -71.26"
"Latitude (DD)","47.13"
"Longitude (DD)","-71.26"
"Elevation (m)","647.84997558594"
"DC System Size (kW)","496.3"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"9","12","23","0","0","10.7","0.7","0.11","0","10.7","0","0"
"9","13","0","0","0","10.5","0.7","0.11","0","10.5","0","0"
"9","13","1","0","0","10.3","0.8","0.11","0","10.3","0","0"
"9","13","2","0","0","10.1","1","0.11","0","10.1","0","0"
"9","13","3","0","0","9.9","1","0.11","0","9.9","0","0"
"9","13","4","0","0","9.6","0.9","0.11","0","9.6","0","0"
"9","13","5","147","14","10.8","0.8","0.11","13.318","11.191","3894.395","1789.285"
"9","13","6","556","45","13.2","0.7","0.11","170.562","18.575","61272.292","57134.055"
"9","13","7","727","62","15.3","0.7","0.11","388.727","28.155","162289.505","154571.826"
"9","13","8","815","73","17.5","0.8","0.11","597.61","36.799","245744.189","235069.379"
"9","13","9","869","77","19.7","0.8","0.11","764.077","44.322","302537.41","289850.191"
"9","13","10","902","79","21","0.8","0.11","881.491","49.368","339812.267","325804.252"
"9","13","11","913","79","21.7","0.8","0.11","928.699","51.571","353816.428","339312.189"
"9","13","12","910","77","22.2","0.8","0.11","905.773","51.342","345866.145","331643.616"
"9","13","13","893","74","22.3","0.7","0.11","816.394","49.317","315935.191","302773.235"
"9","13","14","854","69","22","0.7","0.11","664.888","44.045","264927.529","253572.977"
"9","13","15","783","62","21.3","0.7","0.11","470.182","36.922","193683.246","184853.163"
"9","13","16","646","49","19.5","0.6","0.11","247.239","27.727","94506.692","89190.828"
"9","13","17","334","26","17.1","0.7","0.11","49.089","18.419","11457.163","9084.074"
"9","13","18","0","0","16","0.9","0.11","0","16","0","0"
"9","13","19","0","0","15.1","1","0.11","0","15.1","0","0"
"9","13","20","0","0","14.7","1","0.11","0","14.7","0","0"
"9","13","21","0","0","14.6","1.1","0.11","0","14.6","0","0"
"9","13","22","0","0","14.6","1","0.11","0","14.6","0","0"
"9","13","23","0","0","14.6","0.9","0.11","0","14.6","0","0"
"9","14","0","0","0","14.3","0.8","0.11","0","14.3","0","0"
"9","14","1","0","0","13.9","0.8","0.11","0","13.9","0","0"
"9","14","2","0","0","13.7","0.7","0.11","0","13.7","0","0"
"9","14","3","0","0","13.5","0.7","0.11","0","13.5","0","0"
"9","14","4","0","0","13.2","0.8","0.11","0","13.2","0","0"
"9","14","5","144","13","13.5","0.8","0.11","12.367","13.863","3557.061","1463.904"
"9","14","6","566","43","15","0.7","0.11","169.932","20.345","60259.91","56157.545"
"9","14","7","745","60","17","0.7","0.11","393.362","30.007","163005.084","155262.049"
"9","14","8","834","69","19.2","0.8","0.11","600.877","38.608","245472.173","234807.002"
"9","14","9","884","75","20.9","0.9","0.11","771.851","45.128","304720.418","291955.846"
"9","14","10","910","79","22","0.9","0.11","886.524","49.789","341233.332","327174.962"
"9","14","11","920","80","22.7","0.9","0.11","933.929","51.96","355296.597","340739.91"
"9","14","12","916","79","23","0.9","0.11","910.761","51.541","347547.62","333265.509"
"9","14","13","897","76","22.9","0.9","0.11","818.985","48.593","317985.265","304750.667"
"9","14","14","858","70","22.5","0.8","0.11","665.646","43.983","265399.918","254028.627"
"9","14","15","787","61","21.6","0.7","0.11","468.058","37.15","192514.502","183725.832"
"9","14","16","650","47","19.8","0.6","0.11","243.669","27.897","92595.353","87347.216"
"9","14","17","333","25","17.4","0.5","0.11","46.338","18.652","9864.77","7548.106"
"9","14","18","0","0","16.3","0.6","0.11","0","16.3","0","0"
"9","14","19","0","0","15.4","0.7","0.11","0","15.4","0","0"
"9","14","20","0","0","14.9","0.7","0.11","0","14.9","0","0"
"9","14","21","0","0","14.4","0.7","0.11","0","14.4","0","0"
"9","14","22","0","0","13.9","0.8","0.11","0","13.9","0","0"
"9","14","23","0","0","13.4","0.8","0.11","0","13.4","0","0"
"9","15","0","0","0","12.9","0.8","0.11","0","12.9","0","0"
"9","15","1","0","0","12.5","0.8","0.11","0","12.5","0","0"
"9","15","2","0","0","12.2","0.8","0.11","0","12.2","0","0"
"9","15","3","0","0","11.9","0.8","0.11","0","11.9","0","0"
"9","15","4","0","0","11.7","0.8","0.11","0","11.7","0","0"
"9","15","5","94","10","12.7","1","0.11","9.513","12.965","2713.589","650.319"
"9","15","6","559","42","14.8","1.2","0.11","166.616","19.403","59071.386","55011.136"
"9","15","7","732","58","17","1.3","0.11","384.485","27.913","160500.114","152845.841"
"9","15","8","811","72","19.3","1.4","0.11","591.362","35.761","244315.792","233691.596"
"9","15","9","658","145","21.1","1.4","0.11","679.019","39.942","272895.223","261258.344"
"9","15","10","820","114","22.2","1.4","0.11","850.918","45.793","332742.214","318984.719"
"9","15","11","692","166","23","1.4","0.11","829.21","45.966","322773.857","309369.58"
"9","15","12","333","262","23.2","1.4","0.11","581.392","39.278","231108.869","220952.647"
"9","15","13","96","219","23","1.4","0.11","304.591","31.417","123070.319","116742.332"
"9","15","14","44","179","22.4","1.3","0.11","206.078","28.237","83735.308","78801.117"
"9","15","15","394","130","21.7","1.1","0.11","338.76","31.823","140468.471","133523.999"
"9","15","16","372","78","20.3","0.8","0.11","190.487","26.327","73768.474","69187.448"
"9","15","17","47","23","18.7","0.6","0.11","24.284","19.427","6446.818","4251.265"
"9","15","18","0","0","18.1","0.6","0.11","0","18.1","0","0"
"9","15","19","0","0","17.5","0.6","0.11","0","17.5","0","0"
"9","15","20","0","0","17.2","0.5","0.11","0","17.2","0","0"
"9","15","21","0","0","16.9","0.4","0.11","0","16.9","0","0"
"9","15","22","0","0","16.5","0.4","0.11","0","16.5","0","0"
"9","15","23","0","0","15.9","0.5","0.11","0","15.9","0","0"
"9","16","0","0","0","15.3","0.6","0.11","0","15.3","0","0"
"9","16","1","0","0","14.7","0.7","0.11","0","14.7","0","0"
"9","16","2","0","0","14.2","0.7","0.11","0","14.2","0","0"
"9","16","3","0","0","13.7","0.6","0.11","0","13.7","0","0"
"9","16","4","0","0","13.4","0.6","0.11","0","13.4","0","0"
"9","16","5","80","9","13.6","0.7","0.11","8.562","13.858","2418.762","365.939"
"9","16","6","529","43","14.4","1","0.11","160.51","19.061","56971.146","52985.316"
"9","16","7","721","60","15.6","1.2","0.11","380.754","26.667","159618.524","151995.489"
"9","16","8","816","70","17.2","1.2","0.11","587.97","34.359","244381.855","233755.318"
"9","16","9","785","105","18.6","1.2","0.11","729.856","39.845","294161.757","281771.32"
"9","16","10","903","77","19.4","1","0.11","874.138","46.11","341899.938","327817.947"
"9","16","11","782","123","19.9","0.8","0.11","858.195","47.496","332542.773","318792.344"
"9","16","12","576","185","20.3","0.7","0.11","729.655","44.392","285935.308","273836.367"
"9","16","13","859","84","20.3","0.8","0.11","791.268","45.79","310980.783","297994.381"
"9","16","14","420","193","19.9","0.8","0.11","496.666","35.898","202569.899","193424.926"
"9","16","15","714","73","19","0.6","0.11","438.527","33.972","182100.455","173680.795"
"9","16","16","551","56","17.6","0.4","0.11","219.465","25.327","83917.445","78976.8"
"9","16","17","133","24","16.4","0.4","0.11","29.876","17.3","7228.002","5004.769"
"9","16","18","0","0","16","0.5","0.11","0","16","0","0"
"9","16","19","0","0","15.6","0.6","0.11","0","15.6","0","0"
"9","16","20","0","0","14.9","0.8","0.11","0","14.9","0","0"
"9","16","21","0","0","14.1","0.9","0.11","0","14.1","0","0"
"9","16","22","0","0","13.4","0.8","0.11","0","13.4","0","0"
"9","16","23","0","0","13","0.7","0.11","0","13","0","0"
"9","17","0","0","0","13.2","0.7","0.11","0","13.2","0","0"
"9","17","1","0","0","13.5","0.7","0.11","0","13.5","0","0"
"9","17","2","0","0","13.7","0.8","0.11","0","13.7","0","0"
"9","17","3","0","0","13.8","0.8","0.11","0","13.8","0","0"
"9","17","4","0","0","13.7","0.8","0.11","0","13.7","0","0"
"9","17","5","71","8","14.4","0.9","0.11","7.61","14.617","2129.198","86.636"
"9","17","6","504","45","15.9","1.3","0.11","156.494","20.126","55361.341","51432.552"
"9","17","7","642","70","17.9","1.6","0.11","356.796","27.356","148913.577","141669.861"
"9","17","8","794","74","20","1.7","0.11","580.291","35.11","240434.866","229948.186"
"9","17","9","850","80","21.7","1.8","0.11","746.123","40.678","300158.737","287555.803"
"9","17","10","641","161","22.8","1.9","0.11","747.154","41.367","297123.725","284628.334"
"9","17","11","896","82","23.4","1.9","0.11","907.268","45.958","354293.852","339772.696"
"9","17","12","822","99","23.6","2","0.11","841.762","44.107","331570.401","317854.427"
"9","17","13","873","78","23.4","2.1","0.11","792.945","42.36","316221.847","303049.734"
"9","17","14","82","163","22.9","2","0.11","221.705","28.295","90623.321","85445.06"
"9","17","15","574","95","22.1","1.9","0.11","390.953","31.857","162971.866","155230.009"
"9","17","16","410","67","20.9","1.8","0.11","187.021","25.552","71643.687","67137.951"
"9","17","17","211","21","19.7","1.7","0.11","31.034","20.336","6675.044","4471.405"
"9","17","18","0","0","19.2","1.7","0.11","0","19.2","0","0"
"9","17","19","0","0","18.5","1.9","0.11","0","18.5","0","0"
"9","17","20","0","0","18.3","1.9","0.11","0","18.3","0","0"
"9","17","21","0","0","18.1","2","0.11","0","18.1","0","0"
"9","17","22","0","0","17.8","2.1","0.11","0","17.8","0","0"
"9","17","23","0","0","17.3","2.1","0.11","0","17.3","0","0"
"9","18","0","0","0","16.7","1.9","0.11","0","16.7","0","0"
"9","18","1","0","0","16.4","1.8","0.11","0","16.4","0","0"
"9","18","2","0","0","16.2","1.7","0.11","0","16.2","0","0"
"9","18","3","0","0","15.9","1.4","0.11","0","15.9","0","0"
"9","18","4","0","0","15.6","1.1","0.11","0","15.6","0","0"
"9","18","5","0","1","15.6","0.9","0.11","0.951","15.627","0","0"
"9","18","6","0","17","16.1","0.8","0.11","15.726","16.605","6000.934","3821.181"
"9","18","7","0","44","16.3","0.8","0.11","40.786","17.613","16403.229","13854.881"
"9","18","8","0","44","15.8","1.5","0.11","40.807","16.904","16297.563","13752.96"
"9","18","9","0","49","14.6","2.2","0.11","45.486","15.66","18185.605","15574.1"
"9","18","10","2","92","13.1","2.6","0.11","87.283","14.985","35773.318","32538.611"
"9","18","11","0","71","11.6","2.6","0.11","66.004","13.024","26898.868","23978.618"
"9","18","12","3","144","10.7","2.6","0.11","138.177","13.684","57852.729","53835.661"
"9","18","13","3","143","10.1","2.6","0.11","137.091","13.064","57778.921","53764.468"
"9","18","14","0","97","9.5","2.6","0.11","90.401","11.458","38056.649","34741.034"
"9","18","15","0","64","8.7","2.6","0.11","59.389","9.99","25006.815","22153.608"
"9","18","16","569","55","7.8","2.5","0.11","218.818","12.518","87141.121","82086.249"
"9","18","17","172","22","6.9","2.3","0.11","28.436","7.431","6816.158","4607.519"
"9","18","18","0","0","6.5","2.2","0.11","0","6.5","0","0"
"9","18","19","0","0","5.9","1.9","0.11","0","5.9","0","0"
"9","18","20","0","0","5.8","1.6","0.11","0","5.8","0","0"
"9","18","21","0","0","6","1.4","0.11","0","6","0","0"
"9","18","22","0","0","6.2","1.3","0.11","0","6.2","0","0"
"9","18","23","0","0","6.5","1.3","0.11","0","6.5","0","0"
"9","19","0","0","0","6.8","1.2","0.11","0","6.8","0","0"
"9","19","1","0","0","7","1.2","0.11","0","7","0","0"
"9","19","2","0","0","6.9","1.2","0.11","0","6.9","0","0"
"9","19","3","0","0","6.7","1.1","0.11","0","6.7","0","0"
"9","19","4","0","0","6.5","0.9","0.11","0","6.5","0","0"
"9","19","5","0","4","6.7","1","0.11","3.805","6.806","1071.169","0"
"9","19","6","204","60","7.5","1.2","0.11","104.047","10.434","40121.63","36732.845"
"9","19","7","511","89","8.5","1.3","0.11","318.785","17.546","137754.362","130906.062"
"9","19","8","99","201","9.6","1.2","0.11","261.655","17.204","112659.724","106700.625"
"9","19","9","59","234","10.5","1.2","0.11","279.749","18.606","118713.092","112539.499"
"9","19","10","15","215","11.2","1.3","0.11","218.872","17.378","91909.793","86685.948"
"9","19","11","15","228","11.6","1.4","0.11","232.349","18.004","97301.319","91886.43"
"9","19","12","20","221","12","1.5","0.11","229.474","18.185","96155.56","90781.27"
"9","19","13","2","128","12.1","1.6","0.11","121.716","15.311","50642.608","46881.023"
"9","19","14","54","182","11.7","1.6","0.11","215.965","17.416","91975.832","86749.646"
"9","19","15","44","131","11","1.5","0.11","149.539","15.056","64053.475","59816.69"
"9","19","16","41","55","10.1","1.2","0.11","63.535","11.935","25984.77","23096.91"
"9","19","17","0","9","9.1","1","0.11","8.562","9.338","2473.956","419.178"
"9","19","18","0","0","8.7","0.9","0.11","0","8.7","0","0"
"9","19","19","0","0","8.3","0.9","0.11","0","8.3","0","0"
"9","19","20","0","0","8.1","0.8","0.11","0","8.1","0","0"
"9","19","21","0","0","7.9","0.8","0.11","0","7.9","0","0"
"9","19","22","0","0","7.7","0.8","0.11","0","7.7","0","0"
"9","19","23","0","0","7.7","0.7","0.11","0","7.7","0","0"
"9","20","0","0","0","7.7","0.6","0.11","0","7.7","0","0"
"9","20","1","0","0","7.6","0.6","0.11","0","7.6","0","0"
"9","20","2","0","0","7.6","0.6","0.11","0","7.6","0","0"
"9","20","3","0","0","7.4","0.6","0.11","0","7.4","0","0"
"9","20","4","0","0","7.1","0.6","0.11","0","7.1","0","0"
"9","20","5","0","4","7.5","0.7","0.11","3.805","7.615","1066.666","0"
"9","20","6","296","56","8.4","0.9","0.11","121.17","12.053","45438.277","41861.102"
"9","20","7","514","90","9.4","1.1","0.11","320.289","18.937","137633.246","130789.237"
"9","20","8","318","185","10.3","1","0.11","392.472","22.308","168552.655","160613.048"
"9","20","9","335","201","11.1","0.9","0.11","472.339","25.897","199163.149","190138.89"
"9","20","10","147","255","11.6","0.7","0.11","393.541","24.566","164389.653","156597.557"
"9","20","11","160","317","11.8","0.6","0.11","479.249","28.024","197694.929","188722.696"
"9","20","12","141","305","12","0.6","0.11","445.616","27.088","184380.515","175880.064"
"9","20","13","174","259","11.9","0.6","0.11","409.21","25.779","170964.552","162939.482"
"9","20","14","173","220","11.5","0.7","0.11","342.122","22.809","145192.369","138080.51"
"9","20","15","94","140","10.9","0.7","0.11","187.667","17.111","80483.717","75664.743"
"9","20","16","6","66","10.3","0.6","0.11","63.728","12.463","26495.44","23589.485"
"9","20","17","0","11","9.6","0.6","0.11","10.464","9.924","3043.86","968.888"
"9","20","18","0","0","9.1","0.6","0.11","0","9.1","0","0"
"9","20","19","0","0","9.1","0.6","0.11","0","9.1","0","0"
"9","20","20","0","0","9.1","0.4","0.11","0","9.1","0","0"
"9","20","21","0","0","8.9","0.4","0.11","0","8.9","0","0"
"9","20","22","0","0","8.2","0.7","0.11","0","8.2","0","0"
"9","20","23","0","0","7.5","0.8","0.11","0","7.5","0","0"
"9","21","0","0","0","7.2","0.7","0.11","0","7.2","0","0"
"9","21","1","0","0","7.4","0.7","0.11","0","7.4","0","0"
"9","21","2","0","0","7.6","0.7","0.11","0","7.6","0","0"
"9","21","3","0","0","7.7","0.8","0.11","0","7.7","0","0"
"9","21","4","0","0","7.6","0.9","0.11","0","7.6","0","0"
"9","21","5","0","3","7.7","1.4","0.11","0","7.7","0","0"
"9","21","6","6","32","8.3","1.6","0.11","30.886","9.114","12406.247","9999.529"
"9","21","7","0","47","8.9","1.6","0.11","43.574","10.056","18166.637","15555.805"
"9","21","8","0","55","9.3","1.9","0.11","51.029","10.567","21163.538","18446.514"
"9","21","9","0","51","9.9","2.3","0.11","47.341","10.983","19362.823","16709.605"
"9","21","10","0","54","10.7","2.3","0.11","50.158","11.845","20375.842","17686.729"
"9","21","11","0","49","11.5","2.3","0.11","45.519","12.539","18323.754","15707.354"
"9","21","12","0","78","12.1","2","0.11","72.507","13.856","29625.508","26608.643"
"9","21","13","0","48","12.4","1.9","0.11","44.559","13.503","17952.887","15349.629"
"9","21","14","0","43","12.8","2.2","0.11","39.883","13.731","16109.192","13571.263"
"9","21","15","0","39","13","2.3","0.11","36.143","13.83","14680.941","12193.621"
"9","21","16","0","25","13.3","2.4","0.11","23.144","13.821","9179.051","6886.684"
"9","21","17","0","6","13.6","2.6","0.11","5.708","13.713","1581.353","0"
"9","21","18","0","0","13.9","2.7","0.11","0","13.9","0","0"
"9","21","19","0","0","14.6","3","0.11","0","14.6","0","0"
"9","21","20","0","0","15.3","3.2","0.11","0","15.3","0","0"
"9","21","21","0","0","16.2","3.3","0.11","0","16.2","0","0"
"9","21","22","0","0","16.3","3.2","0.11","0","16.3","0","0"
"9","21","23","0","0","15.1","3.2","0.11","0","15.1","0","0"
"9","22","0","0","0","13.7","3.1","0.11","0","13.7","0","0"
"9","22","1","0","0","12.1","3","0.11","0","12.1","0","0"
"9","22","2","0","0","9.7","3","0.11","0","9.7","0","0"
"9","22","3","0","0","7.2","2.7","0.11","0","7.2","0","0"
"9","22","4","0","0","5.7","2.2","0.11","0","5.7","0","0"
"9","22","5","0","3","5.2","1.9","0.11","0","5.2","0","0"
"9","22","6","609","37","5.5","1.9","0.11","165.95","9.378","59159.868","55096.482"
"9","22","7","819","50","6.3","2","0.11","402.715","16.101","175312.244","167133.119"
"9","22","8","486","150","7.4","2","0.11","464.425","18.747","203594.725","194413.439"
"9","22","9","866","88","8.4","2.2","0.11","762.839","26.299","324909.032","311429.097"
"9","22","10","881","99","9.3","2.3","0.11","866.91","29.225","362900.883","348074.746"
"9","22","11","882","102","9.9","2.3","0.11","904.708","30.683","375688.617","360409.36"
"9","22","12","845","110","10.3","2.2","0.11","867.387","30.617","360702.278","345954.046"
"9","22","13","944","66","10.4","2.1","0.11","819.874","30.017","343986.47","329830.545"
"9","22","14","896","61","10.3","2","0.11","654.436","26.308","280815.676","268898.144"
"9","22","15","815","53","9.6","1.8","0.11","445.246","20.942","193784.127","184950.469"
"9","22","16","648","41","8.1","1.4","0.11","214.943","13.854","82493.222","77603.043"
"9","22","17","206","17","6.1","1.1","0.11","23.084","6.649","5329.007","3173.063"
"9","22","18","0","0","5.2","1","0.11","0","5.2","0","0"
"9","22","19","0","0","3.8","0.9","0.11","0","3.8","0","0"
"9","22","20","0","0","3.3","0.9","0.11","0","3.3","0","0"
"9","22","21","0","0","2.7","0.9","0.11","0","2.7","0","0"
"9","22","22","0","0","2.3","0.9","0.11","0","2.3","0","0"
"9","22","23","0","0","2","0.9","0.11","0","2","0","0"
"9","23","0","0","0","2.3","1","0.11","0","2.3","0","0"
"9","23","1","0","0","2.8","1","0.11","0","2.8","0","0"
"9","23","2","0","0","2.8","1.1","0.11","0","2.8","0","0"
"9","23","3","0","0","2.6","1","0.11","0","2.6","0","0"
"9","23","4","0","0","2.6","1.1","0.11","0","2.6","0","0"
"9","23","5","0","1","3.1","1.3","0.11","0","3.1","0","0"
"9","23","6","0","9","4.2","1.7","0.11","8.318","4.415","3241.393","1159.422"
"9","23","7","0","20","5.6","1.9","0.11","18.512","6.061","7574.365","5338.859"
"9","23","8","0","72","6.9","1.9","0.11","66.845","8.559","28275.343","25306.319"
"9","23","9","0","70","8","1.8","0.11","65.015","9.644","27103.918","24176.402"
"9","23","10","74","268","8.8","1.7","0.11","334.877","17.45","142869.592","135840.038"
"9","23","11","23","210","9.2","1.5","0.11","230.012","15.401","97483.282","92061.945"
"9","23","12","4","160","9.3","1.4","0.11","154.864","13.57","65247.756","60968.653"
"9","23","13","1","139","9.1","1.4","0.11","131.785","12.738","55634.378","51695.915"
"9","23","14","18","158","8.5","1.3","0.11","162.259","13.097","69585.969","65153.145"
"9","23","15","35","123","7.6","1.1","0.11","137.127","11.688","59355.212","55284.905"
"9","23","16","71","72","6.1","0.9","0.11","90.716","8.915","37621.607","34321.408"
"9","23","17","206","16","4.2","0.8","0.11","21.341","4.75","4978.195","2834.682"
"9","23","18","0","0","3.3","0.8","0.11","0","3.3","0","0"
"9","23","19","0","0","1","0.9","0.11","0","1","0","0"
"9","23","20","0","0","-0.2","0.8","0.11","0","-0.2","0","0"
"9","23","21","0","0","-1.1","0.8","0.11","0","-1.1","0","0"
"9","23","22","0","0","-1.8","0.8","0.11","0","-1.8","0","0"
"9","23","23","0","0","-2.2","0.8","0.11","0","-2.2","0","0"
"9","24","0","0","0","-2.6","0.8","0.11","0","-2.6","0","0"
"9","24","1","0","0","-3","0.8","0.11","0","-3","0","0"
"9","24","2","0","0","-3.2","0.8","0.11","0","-3.2","0","0"
"9","24","3","0","0","-3.3","0.7","0.11","0","-3.3","0","0"
"9","24","4","0","0","-3.4","0.7","0.11","0","-3.4","0","0"
"9","24","5","85","8","-2.5","0.6","0.11","0","-2.5","0","0"
"9","24","6","239","48","-0.3","0.5","0.11","100.376","3.072","38503.748","35172.291"
"9","24","7","817","50","2.1","0.5","0.11","399.008","16.039","173474.909","165360.887"
"9","24","8","910","59","4.1","0.5","0.11","620.41","25.908","267378.138","255936.751"
"9","24","9","957","66","5.6","0.5","0.11","798.018","33.589","331046.694","317349.277"
"9","24","10","969","72","6.7","0.5","0.11","906.573","38.451","366565.468","351609.48"
"9","24","11","970","78","7.6","0.5","0.11","950.409","40.867","379564.442","364147.848"
"9","24","12","947","83","8","0.5","0.11","913.296","39.977","366630.387","351672.099"
"9","24","13","901","85","7.9","0.4","0.11","800.988","36.817","327393.561","313825.589"
"9","24","14","838","81","7.5","0.3","0.11","635.919","31.212","267709.704","256256.569"
"9","24","15","771","62","7","0.4","0.11","429.878","22.53","185431.804","176894.102"
"9","24","16","417","56","5.4","0.5","0.11","167.254","11.072","65285.695","61005.247"
"9","24","17","44","8","3.2","0.8","0.11","8.752","3.444","2309.161","260.222"
"9","24","18","0","0","2.4","0.9","0.11","0","2.4","0","0"
"9","24","19","0","0","2.3","0.9","0.11","0","2.3","0","0"
"9","24","20","0","0","2.3","0.9","0.11","0","2.3","0","0"
"9","24","21","0","0","2.2","0.9","0.11","0","2.2","0","0"
"9","24","22","0","0","2.1","0.9","0.11","0","2.1","0","0"
"9","24","23","0","0","1.8","0.8","0.11","0","1.8","0","0"
"9","25","0","0","0","1.4","0.8","0.11","0","1.4","0","0"
"9","25","1","0","0","1","0.8","0.11","0","1","0","0"
"9","25","2","0","0","0.7","0.8","0.11","0","0.7","0","0"
"9","25","3","0","0","0.4","0.8","0.11","0","0.4","0","0"
"9","25","4","0","0","0.2","0.8","0.11","0","0.2","0","0"
"9","25","5","47","6","0.8","0.8","0.11","0","0.8","0","0"
"9","25","6","271","47","2.7","1.1","0.11","105.466","5.705","39601.197","36230.853"
"9","25","7","286","103","4.9","1.5","0.11","227.773","11.07","99866.457","94360.675"
"9","25","8","86","173","6.8","1.6","0.11","224.332","12.748","98017.3","92577.042"
"9","25","9","110","227","8.4","1.6","0.11","320.254","16.873","137902.047","131048.513"
"9","25","10","111","291","9.3","1.7","0.11","391.785","19.426","166792.467","158915.231"
"9","25","11","8","199","9.9","1.7","0.11","197.359","14.99","83328.97","78409.177"
"9","25","12","0","70","9.8","1.7","0.11","65.045","11.478","26764.123","23848.647"
"9","25","13","0","99","9.3","1.5","0.11","92.238","11.789","38608.519","35273.349"
"9","25","14","0","62","8.8","1.3","0.11","57.541","10.43","23977.408","21160.677"
"9","25","15","0","30","8.6","1.4","0.11","27.787","9.371","11392.707","9021.902"
"9","25","16","0","10","8.3","1.5","0.11","9.244","8.55","3582.748","1488.681"
"9","25","17","0","1","8.1","1.5","0.11","0.951","8.123","0","0"
"9","25","18","0","0","8","1.5","0.11","0","8","0","0"
"9","25","19","0","0","7.9","1","0.11","0","7.9","0","0"
"9","25","20","0","0","8","0.7","0.11","0","8","0","0"
"9","25","21","0","0","8.1","0.8","0.11","0","8.1","0","0"
"9","25","22","0","0","8.2","0.9","0.11","0","8.2","0","0"
"9","25","23","0","0","8.3","0.8","0.11","0","8.3","0","0"
"9","26","0","0","0","8.2","0.7","0.11","0","8.2","0","0"
"9","26","1","0","0","8.1","0.6","0.11","0","8.1","0","0"
"9","26","2","0","0","8.4","0.7","0.11","0","8.4","0","0"
"9","26","3","0","0","8.7","0.9","0.11","0","8.7","0","0"
"9","26","4","0","0","9.3","1","0.11","0","9.3","0","0"
"9","26","5","0","0","10.1","1.2","0.11","0","10.1","0","0"
"9","26","6","0","17","11.1","1.4","0.11","15.728","11.533","6067.628","3885.511"
"9","26","7","0","23","12.4","1.7","0.11","21.292","12.953","8500.967","6232.628"
"9","26","8","12","107","13.7","1.8","0.11","107.665","16.431","45054.018","41490.459"
"9","26","9","0","57","15","1.8","0.11","52.913","16.338","21290.27","18568.755"
"9","26","10","0","71","16.3","1.9","0.11","65.97","17.932","26462.64","23557.847"
"9","26","11","0","61","17.5","2","0.11","56.673","18.873","22449.528","19686.936"
"9","26","12","0","42","18","2.1","0.11","38.993","18.926","15209.71","12703.653"
"9","26","13","0","52","18.1","2.2","0.11","48.269","19.226","19076.325","16433.259"
"9","26","14","13","83","18.2","2.2","0.11","87.856","20.255","35857.269","32619.587"
"9","26","15","0","56","18.1","2","0.11","51.944","19.366","20955.364","18245.716"
"9","26","16","0","25","17.6","1.7","0.11","23.147","18.199","8932.958","6649.312"
"9","26","17","0","1","16.9","1.7","0.11","0.951","16.922","0","0"
"9","26","18","0","0","16.5","1.7","0.11","0","16.5","0","0"
"9","26","19","0","0","13.3","2.4","0.1","0","13.3","0","0"
"9","26","20","0","0","10.3","2.4","0.1","0","10.3","0","0"
"9","26","21","0","0","8","1.9","0.1","0","8","0","0"
"9","26","22","0","0","6.7","1.2","0.1","0","6.7","0","0"
"9","26","23","0","0","6","0.9","0.1","0","6","0","0"
"9","27","0","0","0","5.3","0.9","0.1","0","5.3","0","0"
"9","27","1","0","0","4.7","0.8","0.1","0","4.7","0","0"
"9","27","2","0","0","4.2","0.8","0.1","0","4.2","0","0"
"9","27","3","0","0","3.7","0.7","0.1","0","3.7","0","0"
"9","27","4","0","0","3.3","0.7","0.1","0","3.3","0","0"
"9","27","5","0","0","3.6","0.6","0.1","0","3.6","0","0"
"9","27","6","574","33","4.9","0.6","0.1","150.199","9.658","52030.11","48219.36"
"9","27","7","789","45","6.5","0.8","0.1","377.403","18.619","161955.347","154249.509"
"9","27","8","885","53","8.2","0.9","0.1","592.845","26.875","254812.377","243816.246"
"9","27","9","929","60","9.9","1","0.1","763.327","33.283","317494.622","304277.409"
"9","27","10","950","66","11.1","1.1","0.1","875.706","37.224","356382.271","341787.114"
"9","27","11","958","68","12","1.1","0.1","919.37","39.413","369984.498","354907.36"
"9","27","12","950","66","12.5","1","0.1","886.601","39.616","357153.024","342530.557"
"9","27","13","926","63","12.5","1","0.1","785.059","36.54","321932.239","308557.784"
"9","27","14","876","59","12.2","0.9","0.1","621.74","31.775","261792.838","250549.361"
"9","27","15","750","56","11.5","0.6","0.1","404.269","25.267","171804.469","163749.638"
"9","27","16","203","43","9.9","0.5","0.1","96.618","13.183","36890.6","33616.303"
"9","27","17","24","5","8.6","0.5","0.1","4.773","8.752","1340.568","0"
"9","27","18","0","0","8.3","0.6","0.1","0","8.3","0","0"
"9","27","19","0","0","7.6","0.8","0.1","0","7.6","0","0"
